id,name,birth_date,death_date,city
Q68140,Ferdinand Wüstenfeld,1808,1899,Hann. Münden | Hann. Münden | موندن | موندن | Hann. Münden | هان. موندن | Hann. Münden | Мюндэн | Ган. Мюндэн | Хан. Мюнден | Hann. Münden | Hann. Münden | Муьнден | Hann. Münden | Hann. Münden | Hannoversch Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hannoversch Münden | Hann. Münden | Hann. Münden | Hannoversch Munden | هان. موندن | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | האן-מינדן | Hann. Münden | Hannoversch Münden | Հան Մյունդեն | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | ハン・ミュンデン | ჰანოვერშ-მიუნდენი | Hann. Münden | Ганн. Мюнден | گانن. ميۋندەن | گانن. ميۋندەن | Ганн. Мюнден | Ганн. Мюнден | Gann. Myunden | Gann. Myunden | 한뮌덴 | Hann. Münden | Ганн. Мюнден | Mundia Hannoverana | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Ганн. Мюндэн | Hann. Münden | Hann. Münden | Хан. Минден | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hannoversch Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Ганн. Мюнден | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hannoversch Münden | Хан. Минден | Хан. Минден | Han. Minden | Hann. Münden | Hann. Münden | Ҳонн. Мунден | Hann. Münden | Мюнден | Hann. Münden | Ганноверш-Мюнден | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | Hann. Münden | 漢明登 | 漢明登 | 漢明登
Q68169,Friedrich Ludwig von Sckell,1750,1823,Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | فايلبورغ | فايلبورج | Vaylburq | وایلبورق | Вайльбург | Вайлбург | Вайльбург | Βάιλμπουργκ | Weilburg | وایلبورگ | Weilburg | ויילבורג | Weilburg | ヴァイルブルク | Вайльбург | ۆايلبۋرگ | Вайльбург | Vaýlʹbwrg | 바일부르크 | Weilburg | Вайльбург | Weilburg | Weilborg | Вайльбург | Weilburg | Вајлбург | Вајлбург | Vajlburg | Weilburg | Вайльбург | Weilburg | Вайльбург | Weilburg | Weilburg | 魏爾堡 | 魏尔堡 | 魏爾堡 | 魏爾堡 | Weilbourg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg | Weilburg
Q72062,Paul Ludwig Landsberg,1901,1944,Bonn | Bonn | বন | Bonn | بون | Bonn | Bonn | Bonn | Bonn | 본 | Boni | Bona | בון | Bonn | Bona | Bonn | ボン | Bonn | Бонн | Бон | Бонн | Бонн | Бон | Бон | Бон | பான் | بون | Bonn | بون | Bonno | Bonn | Bonn | بن | Бонн | Bonna | 波恩 | Bonna | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | Bonn | 波恩 | Bonn | ബോൺ | ቦን | Bonceaster | بون (المانيا) | Бонн | བྷོ་ཨིན། | بۆن، ئەڵمانیا | Бонн | Βόννη | Bonn | بؤن | 𐌱𐌰𐌿𐌽𐌽 | બોન | बॉन | Բոնն | ბონი | Бонн | ಬಾನ್ನ್ | Бонн | Bonn | Бонн | Бон | Бонн | बॉन | बोन | Бонн | ਬੌਨ | بون | بون | Bonn | බොන | Бонн | Bonn | Bonn | Bonn | బొన్ | Бонн | บ็อน | Бонн | 波恩 | באן | 波恩 | 波恩 | 波昂
Q72074,Oskar Becker,1889,1964,Lipsia | Leipzig | Leipzig | ലീപ്സിഗ് | Leipzig | Leipzig | Lipcse | Лейпциг | Lipsko | Lipsko | Leipzig | Lipsk | Leipzig | Leipzig | Leypsiq | Лейпцыг | Ляйпцыг | Լայպցիգ | लेइपजिग | Leipzig | Leipzig | ߟߋߌߔߑߖ߭ߌߜ߭ | Leipzig | Leipzig | Лейпциг | ਲਾਈਪਸਿਸ਼ | Leipzig | Leipzig | Leipzig | Lipsia | لیپزش | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Ліпско | Lipsia | Lipsia | Leipzig | ليپزگ | Leipzig | ලේයිප්සිග් | Leipzig | Lajpcigu | Лајпциг | Лајпциг | Leipzig | Leipzig | Leipzig | Lajpcik | லைப்சிக் | లేఇప్జిగ్ | Лейпзиг | ไลพ์ซิช | Leipzig | Leipzig | Лейпциг | Leipzig | Leipzig | Léypzig | لائپزش | Leipzig | Leipzig | Läipcig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | 莱比锡 | ლაიფციგი | לייפציג | 萊比錫 | 莱比锡 | 莱比锡 | 莱比锡 | 萊比錫 | 萊比錫 | Leipzig | Лајпциг | Лейпциг | Leipzig | ላይፕጽግ | Leipzig | لايبزيغ | لايبتزج | Leipzig | لایپزیق | Лейпциг | Leipzig | Leipzig | Лайпциг | লাইপ্ৎসিশ | Leipzig | Leipzig | Leipzig | Лейпциг | Leipzig | لایپزیگ | Lipsia | Leyptsig | Leyptsig | Лейпциг | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsk | Λειψία | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | لایپزیگ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | લેઇપઝિગ | Leipzig | Leipzig | Lipekika | לייפציג | लिपजिग | Leipzig | Lipsk | Լայփցիկ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | ライプツィヒ | Leipzig | ლაიფციგი | Leipzig | Leipzig | Лейпциг | ಲೈಪ್ಜಿಗ್ | 라이프치히 | 라이프찌히 | Leipzig | Лейпциг | Lipsia | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsia | Leipcigas | Leipciga | 萊比錫 | Лэйпциг | Leipzig | Leipzig | Лайпциг | लाइपझिश | Leipzig | Leipzig | လိုက်ပဆစ်မြို့ | لایپتسیش | Leipzig | Leipzig | Lipsia | Leipzig | Leipzig | Leipzig
Q71881,Eberhard Schrader,1836,1908,ব্রঞ্চউইগ | Brunsvic | Брауншвейг | Braunschweig (kapital sa distrito) | براونشڤایگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Μπράουνσβαϊγκ | Braunschweig | Brunswick | Braunschweig | Braunschweig | Braunschweig | Brunswyk | Braunschweig | Braunschweig | બ્રૌન્ચવેગ | Braunschweig | Braunschweig | בראונשווייג | ब्रंजविक | Braunschweig | Braunschweig | Broenswiek | Braunschweig | براونشوایگ | Braunšveigas | Brunszwik | Brunswick | Brunswick | Brunsvicum | Brunswick | Brunsvigo | 不伦瑞克 | Brunswick | 不伦瑞克 | Brunswyk | Braunschweig | براونشفايغ | براونشفايج | Braunschweig | Braunşveyq | براونشوایق | Braunschweig | Браўншвайг | Браўншвайг | Брауншвайг | Brunswick | Braunschweig | Brunswick | Brunswick | Brunswick | Braunschweig | Braunschweig | Брауншвейг | Braunschweig | Brunšwik | Braunschweig | Բրաունշվայգ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Brúnsvík | ブラウンシュヴァイク | Braunschweig | ბრაუნშვაიგი | Брауншвейг | ಬ್ರಾನ್ಜ್ವಿಕ್ | 브라운슈바이크 | Braunschweig | Брауншвейг | Braunschweig | Braunšveiga | Брауншвэйг | Braunschweig | Брауншвајг | Брауншвайг | ब्राउनश्वाइग | Braunschweig | Brunswick | Braunschweig | Bronswiek | Braunschweig | Brunswick | Брауншвейг | Brunsvique | Brunsvique | Braunschweig | Braunschweig | Braunschweig | බ්රෝන්ෂ්විග් | Braunschweig | Braunschweig | Braunshvajgi | Брауншвајг | Braunschweig | Braunschweig | Braunschweig | பிரான்ஷ்விக் | బ్రౌన్ స్వైగ్ | Брауншвейг | เบราน์ชไวค์ | Брауншвейг | Braunschweig | Braunshwéyg | Брауншвейг | برانشویگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | 不伦瑞克 | ברוינשווייג | 布倫瑞克 | 不伦瑞克 | 不倫瑞克 | 賓士域 | 布倫瑞克
Q74849,Alberto Mazzucato,1813,1877,Udine | Udine | Удине | Udine | Utinum | 우디네 | Удзінэ | Удынэ | Удине | Udine | Udine | Udine | אודינה | Udine | Ուդինե | Удине | Udine | Udine | Udine | Udine | Удине | Udine | Udine | Udine | Udine | Udine | Udine | Удине | Удине | Videm | Udine | أوديني | اودينى | Udine | Udine | اودینه | Udiné | Udine | Udine | Udine | Удине | Udine | Udine | Udine | Ούντινε | Udine | Udine | Udine | Údine | Udine | Udine | اودینه | Udine | Udin | Udine | Udine | Udine | Udine | Udine | Udine | Udine | Údíne | ウーディネ | უდინე | Удине | Udine | Udine | Udin | Udine | ອູດິເນ | Udinė | Udīne | Удинэ | उदिने | Udine | Udine | Udine | Udine | Udine | Udine | Udine | Удине | Udine | Ùdin | یوڈائن | Udine | Udine | ऊदीने | Ùdine | Udini | Udine | Udine | Udine | Udine | Udine | உடீன் | อูดีเน | Udine | Удіне | یوڈائن | Ùdine | Udine | 乌迪内 | 烏甸尼 | 烏迪內 | 乌迪内 | 乌迪内 | 烏迪內 | 烏甸尼
Q72070,Hedwig Lachmann,1865,1918,Слупск | Слупск | স্লা্পস্ক | Słupsk | Słupsk | Слупск | Słupsk | Słupsk | Stôłpsk | Słupsk | Słupsk | Słupsk | Słupsk | Σουούπσκ | Słupsk | Słupsk | Słupsk | Słupsk | Słupsk | سووپسک | Słupsk | Słupsk | Słupsk | સ્લુપ્સ્ક | Słupsk | Słupsk | שטולפ | सलउपस्क | Słupsk | Słupsk | Սլուպսկ | Słupsk | Słupsk | スウプスク | Słupsk | სლუპსკი | ಸ್ಲುಫ್ಸ್ಕ್ | 스웁스크 | Stolpe | Słupsk | Slupskas | Slupska | Слупск | Слупск | स्लाप्स | Słupsk | Słupsk | Słupsk | Słupsk | Stolp | Słupsk | Słupsk | Słupsk | Слупск | Słupsk | Słupsk | Слупск | Слупск | Słupsk | ස්ලප්ස්ක් | Słupsk | Słupsk | Слупск | Słupsk | Słupsk | சலமஸ்க் | సలుపఁస్క్ | สวุปสก์ | Słupsk | Слупск | Слупск | Слупськ | سلوپسک | Slupsk | Słupsk | Słupsk | 斯武普斯克 | 斯烏普斯克 | 斯武普斯克 | 斯武普斯克 | 斯武普斯克 | 斯武普斯克 | 斯武普斯克 | 斯武普斯克 | 斯武普斯克 | Słupsk | Słupsk | Słupsk | Słupsk | سووبسك | سووبسك | Słupsk | Slupsk | Слупск | Слупск
Q72054,Ilhami Emin,1931,2020,Радовиш | Radoviš | Radoviš | Radoviš | ラドヴィシュ | Радовиш | Radoviş | Радовиш | Radovisj | رادوفيتش | رادوفيتش | Radoviš | Радавіш | Радавіш | Ràdovix | Radovish (kapital sa rehiyon sa Macedonia) | Radoviš | Radoviš | Ράντοβις | Radoviš | Radoviš | Radoviš | رادوفیس | Radoviš | ראדוביש | Radoviš | Radoviš | Ռադովիշ | Radoviš | რადოვიში | Радовиш | 라도비시 | Radovišas | Радовиш | Радовиш | Radowisz | رادوفیس | Radoviš | Radoviš | Radoviš | Radoviš | Radovishti | Радовиш | Радовиш | Radoviš | Радовиш | Radovij | 拉多維什 | Radoviš
Q76702,Oswald von Nell-Breuning,1890,1991,Tréveris | Tréveris | Тревир | Treviri | Trier | ට්රයර් | Triri | Трир | Trier | Trier | டிராயர் | ట్రియెర్ | Трир | เทรียร์ | Trier | Trier | Трир | Trier | Трир | Трір | ٹرائر | Trier | Trevere | Trier | Trive | Trier | 特里尔 | טריער | 堤雅 | Trier | 特里尔 | 特里尔 | 特里尔 | 特里爾 | 特里爾 | 特里爾 | 特里尔 | 特里尔 | 特里爾 | Treviri | Trier | ട്രിയർ | Trier | Trier | Трир | Trèves | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Trier | Treviro | ترير | ትሪር | Treveris | ترير | ترير | Tréveris | Trir | ترییر | Trier | Трыр | Трыр | Трир | ট্রিয়ের | Trier | Trèveris | Трир | Trier (munisipyo) | تریر | Treviri | Trevír | Трир | Trier | Τριρ | Trier | Tréveris | Treveris | ترییر | Trier | Trier | Trier | Tréveris | ટ્રાયર | Trier | טריר | ट्रीअर/ ट्रीअ | Trier | Թրիեր | Treveris | トリーア | ტრირი | Трир | ಟ್ರಯರ್ | 트리어 | Trier | Трир | Augusta Treverorum | Tréier | Trier | Trevir | Tryras | Trīre | Трир | ट्रायर | Trier | Trevèri | Трир | ਟਰਾਏਰ | Trewir | ٹریر
Q76389,Marianne Hold,1929,1994,Pisz | Pisz | Pisz | Пиш | Pisz | Pisz | Пиш | Піш | Pisz | 皮什 | 皮什 | 皮什 | 皮什 | Piša | פיש | Pisz | Pisz | Pisz | Πις | Піш | Пиш | Pisz | Pisz | Pisz | Pisz | Pisz | Pisz | Пиш | Пиш | Pisz | Pisz | Pisz | Pisz | Pisz | Pisz | Pisz | پیسز | Pisz | ピシュ | Pisz | Pisz | Pišas | Пиш | Pisz | Pisz
Q76410,Leopold Kronecker,1823,1891,Legnica | لغنيتسا | لجنيتسا | Legnica | لقنیتسا | Лягніца | Лягніца | Легница | লেগনিকা | Legnica | Легница | Legnica | Lehnice | Legnica | Legnica | Legnica | Legnica | Legnica | Legnica | Λεγκνίτσα | Legnica | Legnica | Legnica | Legnica | Legnica | Legnica | Legnica | لگنیتسا | Legnica | Legnica | Legnica | Liegnitz | લેગ્નિકા | Legnica | לגניצה | लेग्निका | Lěhnica | Legnica | Լեգնիցա | Legnica | Legnica | レグニツァ | Legnica | ლეგნიცა | ಲೆಗ್ನಿಕಾ | 레그니차 | Liegnitz | Lignitium | Legnica | Legņica | Лэгница | Легниц хот | लेंगणीका | Legnica | Legnica | Legnica | Legnica | Legnica | Legnica | Liegnitz | Legnica | Legnica | Legnica | Легницæ | Legnica | Legnica | Legnica | Legnica | Легница | Legnica | Legnica | ලේග්නිකා | Legnica | Legnica | Легњица | Legnica | Ligńica | லெஜினிகா | లెగ్నిక | ลักนิเซีย | ma tomo Lenkisa | Legnica | Легнитса | Легниця | لیجنیکا | Legnica | Legnica | 莱格尼察 | ლეგნიცა | 萊格尼察 | 萊格尼察 | 莱格尼察 | 莱格尼察 | 萊格尼察 | 萊格尼察 | 莱格尼察 | 萊格尼察 | Liegnz
Q76414,Ludwig Bemelmans,1898,1962,Merano | מראנו | Meran | Мерано | 梅拉诺 | 梅拉諾 | 梅拉諾 | Merano | メラーノ | Merano | ميرانو | Merano | مرانو | Meran | Мерана | Мэрана | Мерано | Merano | Meran | Мерано | Merano | مێرانۆ | Merano | Merano | Meran | Meran | Μεράνο | Merano | Merano | Meran | Merano | Merano vald | Meran | مرانو | Meran | Meran | Mérano | Merano | Merano | Meran | Merano | Մերանո | Մերանօ | Merano | Meran | Мерано | مەرانو | مەرانو | Мерано | Мерано | Merano | Merano | Meran | 메라노 | Merano | Meranum | Merano | Merano | Meranas | Мерано | Merano | Merano | Merano | Merano | Meran | Meran | Meran | Мерано | Meran | Meran | Merano | Merano | Merano | Merano | Мерано | Merano | Merano | Merano | Merano | Merano | Мерано | Мерано | Merano | Merano | Merano | Merano | Merano | Мерано | Meran | Merano | Meran | Merano | 梅拉诺 | מעראן | 梅拉诺 | 梅拉诺 | 梅拉諾 | 梅拉诺 | Merano
Q63995,Elisabeth Volkenrath,1919,1945,Świerzawa | Свјежава | Świerzawa | Śwjerzawa | Świerzawa | Чвежава | Швежава | Świerzawa | Свежава | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Свяжава | Свежава | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Świerzawa | Svežava | Świerzawa | Świerzawa | Świerzawa
Q77442,Carl Joachim Friedrich,1901,1984,Leipcigas | Leipciga | 萊比錫 | Лэйпциг | Leipzig | Leipzig | Лайпциг | लाइपझिश | Leipzig | Leipzig | လိုက်ပဆစ်မြို့ | لایپتسیش | Leipzig | Leipzig | Lipsia | Leipzig | Leipzig | Leipzig | लेइपजिग | Leipzig | Leipzig | ߟߋߌߔߑߖ߭ߌߜ߭ | Leipzig | Leipzig | Лейпциг | ਲਾਈਪਸਿਸ਼ | Leipzig | Leipzig | Leipzig | Lipsia | لیپزش | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Ліпско | Lipsia | Lipsia | Leipzig | ليپزگ | Leipzig | ලේයිප්සිග් | Leipzig | Lajpcigu | Лајпциг | Лајпциг | Leipzig | Leipzig | Leipzig | Lajpcik | லைப்சிக் | లేఇప్జిగ్ | Лейпзиг | ไลพ์ซิช | Leipzig | Leipzig | Лейпциг | Leipzig | Leipzig | Léypzig | لائپزش | Leipzig | Leipzig | Läipcig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | 莱比锡 | ლაიფციგი | לייפציג | 萊比錫 | 莱比锡 | 莱比锡 | 莱比锡 | 萊比錫 | 萊比錫 | Leipzig | Lipsia | Leipzig | Leipzig | ലീപ്സിഗ് | Leipzig | Leipzig | Lipcse | Лейпциг | Lipsko | Lipsko | Leipzig | Lipsk | Leipzig | Leipzig | Leypsiq | Лейпцыг | Ляйпцыг | Լայպցիգ | Лајпциг | Лейпциг | Leipzig | ላይፕጽግ | Leipzig | لايبزيغ | لايبتزج | Leipzig | لایپزیق | Лейпциг | Leipzig | Leipzig | Лайпциг | লাইপ্ৎসিশ | Leipzig | Leipzig | Leipzig | Лейпциг | Leipzig | لایپزیگ | Lipsia | Leyptsig | Leyptsig | Лейпциг | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsk | Λειψία | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | لایپزیگ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | લેઇપઝિગ | Leipzig | Leipzig | Lipekika | לייפציג | लिपजिग | Leipzig | Lipsk | Լայփցիկ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | ライプツィヒ | Leipzig | ლაიფციგი | Leipzig | Leipzig | Лейпциг | ಲೈಪ್ಜಿಗ್ | 라이프치히 | 라이프찌히 | Leipzig | Лейпциг | Lipsia | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsia
Q72129,Ruth Berlau,1906,1974,Köbenhavn | Copenhagen | København | Kaupmannahöfn | Copenaghen | Kopenhagen | კოპენჰაგენი | Kopengagen | Kopenhagen | Kopɛnhaagɩ | Kopenhagen | Копенгаген | Копенгаген | ಕೋಪನ್ ಹ್ಯಾಗನ್ | 코펜하겐 | 쾨뻰하븐 | کوپَن ہیگن | Kopenhag | Копенгаген | Kopenhavn | Копенгаген | Hafnia | Kopenhage | Kopenhagen | Kobenhavn | Koupenhage | Copenaghen | Cupenaghen | کوپنهاگ | Kopenhaga | Kopenhaga | Kopenhāgena | 哥本哈根 | Копэнгавн | Kaopenagy | Copenhagen | Kopenhagen | Копенхаген | Копенхаген | कोपनहेगन | Kopenhagen | Copenhagen | Copeñaguen | ကိုပင်ဟေဂင်မြို့ | Копенгаген ош | کپنهاگن | Copenhagen | Copenague | Copenhagen | Copenaghen | Kopenhagen | Kopenhoaven | कोपनहेगन | कोपेनहेगन | København | Copèneĥague | Baandaʼiniihii Bitsinaaʼeeł Báhazʼání | Copenaga | Kopengagen | କୋପେନହେଗେନ | Копенгаген | ਕੋਪਨਹੈਗਨ | Kopenhage | Kopenhagen | Kopenhague | Kopenhagen | Copenhagen | Copenàghen | کوپن ہیگن | کوپنهاګن | Copenhaga | Copenhague | København | Copenhagen | Copenhagen | Copenhaga | Кодань | Copenhagen | कोपनहागन | Копенһаген | Copenaghen | Copenaghen | Colpenhaven | ڪوپن هيگن | Københápman | Kuopenhaga | Kopenhagen | කෝපන්හේගන් | Kodaň | København | Kööbenhaammân | Copenhagen | Kobanhaygan | Kopenhagen | Копенхаген | Copenhagen | Kopenhagen | Kopenhagen | Kopynhaga | Ke-pen-ha-ken | Copenhagen | Copenhague | København | Keypmannahavn | Copenhague | Kopenhagen | Kodaň | കോപ്പൻഹേഗൻ | Köpenhamn | קופנהגן | Kopenhaga | Kööpenhamina | コペンハーゲン | Copenhagen | کپنهاگ | Կոպենհագեն | Copenhagen | Kopenhagen | كوبنهاغن | København | Copenhaguen | København | København | Copenhagen | Копенхаген | Копенгаген | 哥本哈根 | Kopenhago | 哥本哈根 | Kopenhagen | Kopenhagen | ኮፐንሀገን | Copenaguen | Cēapmannhæfen | ܩܘܦܢܗܐܓܢ | كوپنهاڭن | كوبينهاجين | Copenḥague | Копенгаген | København | Kobenhavn | Kopenhagen | کوپینهاگ | Копенгаген | Kopenhagen | Copenhagen | Капенгаген | Капэнгаген | Kopenhagen | Copenhagen | কোপেনহেগেন | ཁོ་ཕེན་ཧ་ཀེན། | Kopenhagen | Kopenhagen | Копенһаген | Copenhague | Copenhagen | Копенгаген | کۆپنھاگن | Copenaghen | Kopenhagen | Kòpenhaga | Кобєнхавнъ | Копенгаген | Kopenhag | Kopenhagen | कोपनहेगन | Copenhagen | Κοπεγχάγη | Cupenàghen | Copenhagen | Copenhagen | Copenhagen | Kopenhaagen | Kopenhage | Copenagui | Kopenhuuwen | Kopenhagen | Cóbanhávan | Kopenhagen | Copenhagen | Copenhague | کؤپنهاگ | Kopenihage | 𐌺𐌰𐌿𐍀𐌰𐌼𐌰𐌽𐌽𐌴𐌷𐌰𐌱𐌽𐌰 | Copenhagen | Kopenhagen | કોપનહેગન | København | Kwapanhagan | Copenhagen | कोपनहेगन | Copenhagen | Kopenhagen | Kopenhagen | Kopènag | Koppenhága | Քոփընհակըն | Copenhagen | Kopenhagen | கோபனாவன் | కోపెన్హాగన్ | Копенҳаген | Копенҳаген | โคเปนเฮเกน | Kopengagen | Copenhagen | Kopenhaqen | Kopenhag | Копенһаген | Копенһаген | København | Копенгаген | Kopénhagén | Копенгаген | کوپن ہیگن | Kopengagen | Copenaghen | Kopengagen | Kopenhagen | København | Kopõnhaagõn | Copenhågue | Copenhagen | Kopenagen | 哥本哈根 | კოპენჰაგენი | קאפנהאגן | Copenhagen | 哥本哈根 | Kopenagen | 哥本哈根 | 哥本哈根 | 哥本哈根 | 哥本哈根 | i-Copenhagen
Q72115,Günther Enderlein,1872,1968,Leipzig | Leipzig | Leipzig | Leipzig | લેઇપઝિગ | Leipzig | Leipzig | Lipekika | לייפציג | लिपजिग | Leipzig | Lipsk | Լայփցիկ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | ライプツィヒ | Leipzig | ლაიფციგი | Leipzig | Leipzig | Лейпциг | ಲೈಪ್ಜಿಗ್ | 라이프치히 | 라이프찌히 | Leipzig | Лейпциг | Lipsia | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsia | Leipcigas | Leipciga | 萊比錫 | Лэйпциг | Leipzig | Leipzig | Лайпциг | लाइपझिश | Leipzig | Leipzig | လိုက်ပဆစ်မြို့ | لایپتسیش | Leipzig | Leipzig | Lipsia | Leipzig | Leipzig | Leipzig | लेइपजिग | Leipzig | Leipzig | ߟߋߌߔߑߖ߭ߌߜ߭ | Leipzig | Leipzig | Лейпциг | ਲਾਈਪਸਿਸ਼ | Leipzig | Leipzig | Leipzig | Lipsia | لیپزش | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Ліпско | Lipsia | Lipsia | Leipzig | ليپزگ | Leipzig | ලේයිප්සිග් | Leipzig | Lajpcigu | Лајпциг | Лајпциг | Leipzig | Leipzig | Leipzig | Lajpcik | லைப்சிக் | లేఇప్జిగ్ | Лейпзиг | ไลพ์ซิช | Leipzig | Leipzig | Лейпциг | Leipzig | Leipzig | Léypzig | لائپزش | Leipzig | Leipzig | Lipsia | Leipzig | Leipzig | ലീപ്സിഗ് | Leipzig | Leipzig | Lipcse | Лейпциг | Lipsko | Lipsko | Leipzig | Lipsk | Leipzig | Leipzig | Leypsiq | Лейпцыг | Ляйпцыг | Լայպցիգ | Лајпциг | Лейпциг | Leipzig | ላይፕጽግ | Leipzig | لايبزيغ | لايبتزج | Leipzig | لایپزیق | Лейпциг | Leipzig | Leipzig | Лайпциг | লাইপ্ৎসিশ | Leipzig | Leipzig | Leipzig | Лейпциг | Leipzig | لایپزیگ | Lipsia | Leyptsig | Leyptsig | Лейпциг | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Lipsk | Λειψία | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | لایپزیگ | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Läipcig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | Leipzig | 莱比锡 | ლაიფციგი | לייפציג | 萊比錫 | 莱比锡 | 莱比锡 | 莱比锡 | 萊比錫 | 萊比錫 | Leipzig
